"pays","Country Code","Area","Production","Import Quantity","Food","Population growth (annual %)","Population, total","Ease of doing business score (0 = lowest performance to 100 = best performance)","GDP (constant 2015 US$)","Cost to import, border compliance (US$)","Cost to import, documentary compliance (US$)","Political Stability and Absence of Violence/Terrorism: Estimate","comlang_off","dist","EEE"
"Nigéria","NGA","Nigeria",-0.865729293653578,-0.581784206294407,-1.16308594196686,1.19086229042117,1.00620918472466,-0.546201341324054,-0.578781196820602,1.51964366216457,2.08270838531953,-1.95027562590717,0,-0.31754362351235,0
"Nicaragua","NIC","Nicaragua",0.272368959225248,-0.525154669595294,-0.0583577049477176,-0.0501662036775931,-0.24143788869515,-0.740034833452314,-0.606819757027104,-0.121010299005953,-0.378787351081014,-0.956823344854792,0,0.770934147032922,0
"Pays-Bas","NLD","Netherlands",2.43313320546784,1.36141693330472,-0.927972287237222,-0.584355931404971,-0.172134651892997,0.951093002265037,1.90873021730798,-1.08982726630123,-0.822060863631562,1.05348590587115,0,-1.43455170859006,1
"Norvège","NOR","Norway",0.194547875119319,-0.553671685301516,-0.0476920537522723,-0.56577479863159,-0.249123340145694,1.45908710505613,3.40106622902651,-0.78690368997481,-0.822060863631562,1.40404767354047,0,-1.19655051849868,1
"Népal","NPL","Nepal",-0.808928311926062,-0.585133120883774,-1.10725012891111,0.488667352399721,-0.0998507531247438,-0.0547797544800033,-0.656364561006316,-0.629383430285069,-0.41024546601279,-0.358844056082213,0,0.338439975625357,0
"Nouvelle-Zélande","NZL","New Zealand",1.78334302910417,-0.573869657779548,0.430619331116998,0.287632847764429,-0.251488746045013,1.78126765471617,1.4686199218802,-0.201655340512157,-0.41024546601279,1.66531443748859,0,3.46502581376264,0
"Oman","OMN","Oman",-0.853737036748948,0.711286775069869,0.100632177724609,1.56612035569078,-0.251516391946255,0.474598516172271,0.189626263957953,-0.499559109670561,-0.183746997322465,0.771296920042953,0,-0.0839949033033201,0
"Pakistan","PAK","Pakistan",-0.536702338720354,-0.585133120883774,-0.947607907085945,0.687145107416712,1.10633068993653,-0.228563788470473,-0.633630708042716,-0.394314735055763,-0.152860842501057,-2.32470115513266,0,-0.00268688452117818,0
"Panama","PAN","Panama",2.03979628723714,-0.294571718775851,2.07743760118635,0.342254786390478,-0.256191757926244,0.207945473073442,0.101848981394715,0.097633152898351,-0.564676240119829,0.463170530443728,0,0.709651590879545,0
"Pérou","PER","Peru",2.1231272082875,-0.462650226292,1.14863053321056,0.309002309524184,-0.0748119155588251,0.374288149936295,-0.356305198173848,0.606544761126745,-0.41024546601279,-0.0317002174355236,0,1.12506197680573,0
"Philippines","PHL","Philippines",-0.168865916535421,-0.426399401646128,-0.45423527055183,0.0750761096456444,0.41037852841995,-0.0825929558746305,-0.515856413143277,0.581099180715325,-0.474591621890723,-0.859493805076155,0,1.25083694816269,0
"Papouasie-Nouvelle-Guinée","PNG","Papua New Guinea",-0.888081957312006,-0.393416844583721,-1.00878780527095,0.622759218780669,-0.227123267143333,-0.320555969604189,-0.561775850174847,1.18815802767348,-0.384507003661617,-0.623183786969853,0,2.24297992946624,0
"Pologne","POL","Poland",2.86412488978805,-0.455135899948999,0.438255046289819,-1.21597086566431,-0.039805241772192,0.972699102606481,0.0987990922638038,-1.08982726630123,-0.822060863631562,0.74537948540196,0,-1.1899726485099,1
"Portugal","PRT","Portugal",0.984564001200826,-0.0944228828567644,0.675196791316088,-1.17120410434792,-0.217432159463325,0.979313469228705,0.456200616403529,-1.08982726630123,-0.822060863631562,1.29081619458309,0,-1.16794531592568,1
"Paraguay","PRY","Paraguay",-0.317035757877655,-0.577171866682548,-0.635060968139927,-0.017186897590461,-0.238234763216409,-0.376588859252026,-0.401642824023023,0.121867039004465,-0.127122380149884,0.122427280133351,0,1.09921142636738,0
"Roumanie","ROU","Romania",0.541954340096353,-0.208761371896115,0.167510410368829,-1.68295570600288,-0.159128153786167,0.735346597875254,-0.106681896976323,-1.08982726630123,-0.822060863631562,0.743261780867585,0,-1.05813432103785,1
"Russie","RUS","Russian Federation",0.864532928450491,-0.495029510032094,0.627916229105076,-1.23934071778768,0.64326148475895,1.11143571505628,-0.167160403888199,0.170334811216693,-0.0370377619207778,-0.471259188321633,0,-0.897043616818007,0
"Rwanda","RWA","Rwanda",-0.848231979224927,-0.585133120883774,-1.13899171436502,1.23031324116054,-0.202411251875107,0.980610800850158,-0.666337627626361,-0.406085375876364,-0.198822529490795,0.203376272779746,1,0.080765288892311,0
"Arabie saoudite","SAU","Saudi Arabia",0.382620170805235,0.478662328073675,1.22558299378009,0.354196055194336,-0.0635298016639463,0.543670912423492,0.357897092690497,0.0357434428662518,0.552373025921089,-0.523902156202653,0,-0.324735632659763,0
"Soudan","SDN","Sudan",-0.834307593341449,-0.585133120883774,-1.15990314113388,1.02964645717936,-0.00869550419150504,-1.48428034438836,-0.649394453128126,1.55772479079172,1.33996997386699,-1.7132550757665,0,-0.346094721491963,0
"Îles Salomon","SLB","Solomon Islands",-0.933033284916122,-0.250212825253321,-0.885264396346646,1.19134645261043,-0.279144138533233,-0.671815125151568,-0.590317771733913,0.703480305551201,0.284693017468888,0.685221070316463,0,2.40226593335462,0
"Sierra Leone","SLE","Sierra Leone",-0.788772712396613,-0.441570658415107,-0.99574529336605,0.767150806081987,-0.233302600954129,-1.2795581439391,-0.679107309528006,0.899774783010724,1.17083172760324,0.0763069464049735,0,-0.316970843153473,0
"Salvador","SLV","El Salvador",0.350672924146451,-0.4200148410436,0.259557397734138,-0.719484107104468,-0.242027982371316,0.106091702711584,-0.49805664640346,-0.778825808719059,-0.478881348456944,0.0181649793412407,0,0.791119062141248,0
"Serbie","SRB","Serbia",-0.0891286340045431,-0.44785472048511,-0.287289762746615,-1.69206064199519,-0.238872672493818,0.916026891673402,-0.358665040596839,-0.963811058549442,-0.641891627173349,0.0620840420671721,0,-1.16876260742776,0
"Sao Tomé-et-Principe","STP","Sao Tome and Principe",-0.670966742787518,0.197261904899372,-0.415417955883535,0.559037797558067,-0.282062571552177,-1.47323978752823,-0.623708913899103,-0.105931490393007,-0.435983928363963,0.691393919109893,0,-0.132669008250744,0
"Suriname","SUR","Suriname",0.133298324196242,1.24779927223817,1.8018666726219,-0.329707270975448,-0.279711803605676,-1.27909403250669,-0.225072061837844,0.504762439481066,-0.616153164822176,0.243807683534341,0,0.326206875036053,0
"Slovaquie","SVK","Slovakia",-0.199400896869246,0.484283018950121,-0.362376781954984,-1.06747350994803,-0.248441491340476,0.910729324434057,0.269401889885114,-1.08982726630123,-0.822060863631562,0.857710400006026,0,-1.26113267449418,1
"Slovénie","SVN","Slovenia",0.955977602739667,0.032538296121252,0.172966877165522,-0.546029080320288,-0.270040730861526,0.983312147425681,0.589067142251357,-1.08982726630123,-0.822060863631562,1.00994408605823,0,-1.29465499615711,1
"Suède","SWE","Sweden",-0.0667538960324654,-0.126808246397928,-0.251534959551266,-0.250979079961007,-0.217479493764059,1.40958136645933,2.18198292125688,-1.08982726630123,-0.822060863631562,1.26177630428901,0,-1.14377070729125,1
"Swaziland","SWZ","Eswatini",-0.638519222076685,-0.487436840339845,-0.826606581434004,-0.228165251876574,-0.276074647745176,-0.342425274080117,-0.50673523909215,-0.764016238580751,-0.4331240763352,-0.164308155669433,0,0.755256040506754,0
"Seychelles","SYC","Seychelles",-0.355754045462376,1.13832383690997,1.17590014544878,-0.367911234686518,-0.28281611488123,-0.170155831928618,0.147382743031702,-0.264360520811727,-0.345899310134857,0.874612749188249,1,0.497431525668933,0
"Syrie","SYR","Syrian Arab Republic",-0.530251393030109,-0.509566293269199,-0.764310004354927,-0.509706249824116,-0.173897764752579,-1.70708498036089,-0.662694420377364,0.916200026335726,2.99581122338222,-2.82902370466226,0,-0.692492877720539,0
"Tchad","TCD","Chad",-0.908295019450704,-0.578099249079258,-1.21477258958122,1.58243474266614,-0.18110604204373,-2.09896634561099,-0.678549087677035,1.24874274293877,1.75178537148576,-1.32467751090925,1,-0.440765274250442,0
"Togo","TGO","Togo",-0.626228925808396,-0.411656040012733,-0.741480783852997,1.05641864886208,-0.231575361025825,-0.124650328949705,-0.680134442001719,0.392478847969025,0.47344191296724,-0.864325357793106,1,-0.309419610720133,0
"Thaïlande","THA","Thailand",0.503701184979614,-0.581911077431964,-0.594134293611545,-0.929719029250182,0.163368426703433,1.26168711903456,-0.355977613657731,-0.526279150152301,-0.598370203799127,-0.391273055032025,0,0.913506513691819,0
"Tadjikistan","TJK","Tajikistan",-0.836293884956831,-0.512929679049282,-1.00948932926406,1.02876894405203,-0.223626432841924,-0.204213512478369,-0.650717023867932,-0.548603890710976,0.516339178629447,-0.431635984693954,0,-0.169361026708008,0
"Timor Oriental","TLS","Timor-Leste",-0.889451184452382,-0.108049957539626,-0.735994028970782,0.632032445172514,-0.275144216853022,-1.90980278009369,-0.634867329716311,-0.0962379359505609,-0.230076229554577,0.387222611063799,0,1.86919002224239,0
"Trinité-et-Tobago","TTO","Trinidad and Tobago",1.57177285529463,0.41998172100288,2.52017388637385,-0.850933742691793,-0.274490617179017,-0.20237030482652,0.162455482321415,0.449024501437004,0.4648622539271,0.243090965410782,0,0.333578105649073,0
"Tunisie","TUN","Tunisia",0.141604196612752,-0.580337438982951,-0.214734001238387,-0.158075056226723,-0.208393605430883,0.371210686210015,-0.486500604744641,0.354885062791471,-0.0785055133840001,-0.810450815522904,1,-1.15988997434815,0
"Turquie","TUR","Turkey",0.554422630166656,-0.555554854732594,-0.0207635210853159,0.0286158159405917,0.251953556587487,1.0046122145575,-0.0669538474457847,-0.97835139021311,-0.538937777768656,-1.35504903829842,0,-0.959083377160617,0
"Tanzanie","TZA","United Republic of Tanzania",-0.854335388766561,-0.579331857257764,-1.14962054916002,1.55850499448808,0.088798164414135,-0.734073026193103,-0.657984173089534,2.18174735802415,1.10832381270643,-0.271719609973252,0,0.3187388804387,0
"Ouganda","UGA","Uganda",-0.845193632902532,-0.585133120883774,-1.14647449755737,2.09906985909711,0.000650389094022079,-0.304340881756936,-0.665854607189722,-0.00732986629875525,0.699725722881556,-0.616505306780652,0,0.0483878516397244,0
"Ukraine","UKR","Ukraine",0.857234941222919,-0.476467869255944,0.35115607178228,-1.68684052944474,0.00139875362959734,0.492186470555311,-0.589929798478256,-0.847488405240095,0.0118653165464513,-1.41131857383796,0,-1.01908381052157,0
"Uruguay","URY","Uruguay",-0.428354135004754,-0.48792598058049,-0.6755603758488,-0.858602415452242,-0.26122750247542,-0.183006890601394,0.154007287767474,0.121867039004465,0.645031490385313,1.26113164867818,0,1.30826585262816,0
"Etats-Unis d'Amérique","USA","United States of America",2.99047622964747,-0.564122695722567,2.22142312222844,-0.769974199722205,1.82356237267199,1.56572293633476,2.5797598734294,-0.66573425944424,-0.307291616608097,0.280144120297696,0,-0.027249589565883,0
"Ouzbékistan","UZB","Uzbekistan",-0.825624020625934,-0.550060008229132,-1.09663734460121,0.550971644568609,-0.0679460803712219,0.466362874378459,-0.543112014914187,-0.416380415371963,0.423680714165223,-0.175450496116072,0,-0.205454773219125,0
"Saint-Vincent-et-les Grenadines","VCT","Saint Vincent and the Grenadines",-0.933033284916122,3.47184421655142,3.55535462306421,-0.870796091107435,-0.282732894814539,-0.52976977196974,-0.323363001225814,0.218802583428921,-0.358768541310443,1.16853153688084,0,0.27228800606681,0
"Viet Nam","VNM","Viet Nam",-0.296797462829684,-0.467106622307992,-0.466504368495809,-0.306224106588502,0.335587548134523,0.457560331371911,-0.573281517140089,-0.185903314543183,0.117393012186262,0.16132812218768,0,0.849452137600114,0
"Vanuatu","VUT","Vanuatu",-0.745103079863228,0.162949949588897,-0.451445353592575,1.06793798330449,-0.281518162920334,-0.221010297037041,-0.5572400999193,0.559591606796149,0.117393012186262,1.24273074652047,1,2.7061230524385,0
"Samoa","WSM","Samoa",-0.933033284916122,5.10600373683023,2.64725496475841,-0.737033637138043,-0.282177794894054,-0.141415965090096,-0.470474979251023,1.09122248324902,0.361908404522407,1.39018215151352,0,2.61913171028619,0
"Afrique du Sud","ZAF","South Africa",0.814697817253213,-0.117751274091463,0.961384184020663,0.0302688097774871,0.0923457085371818,0.243650904950319,-0.382606869395527,0.548383434472071,-0.446279313304432,-0.156838724286334,0,0.887168761794716,0
"Zambie","ZMB","Zambia",-0.772113084364728,-0.512912457611869,-1.02262314621628,1.49588389213747,-0.168822277616032,0.237227322390075,-0.641260661200179,-0.168939594268903,0.0787853186595017,0.0101026601463608,0,0.432297138655312,0
"Zimbabwe","ZWE","Zimbabwe",-0.732933359219838,-0.581303667110934,-1.01980009765785,0.127729996119621,-0.189457626233536,-0.733601127656127,-0.637682132420539,0.271309417438455,-0.0499069930963645,-0.907937286616906,0,0.521995011068351,0
